TransactionID,Date,CustomerID,TransactionType,Channel,Amount,Segment,Branch,MerchantCategory,PaymentMethod,Currency,Status,TimeOfDay
BTD07762,2025-10-03,ASR0338,Deposit,Internet Banking,9534936,Corporate,Makassar,Electronics,Virtual Account,SAR,Success,Afternoon
BTD07763,2025-10-03,ASR9463,Withdrawal,ATM,2344704,Corporate,Surabaya,Entertainment,Credit Card,USD,Success,Night
BTD07764,2025-10-04,ASR2698,Payment,Mobile Apps,426847,Premium,Surabaya,Entertainment,QRIS,SAR,Success,Afternoon
BTD07765,2025-10-04,ASR4023,Payment,Mobile Apps,9608500,Corporate,Bandung,Entertainment,QRIS,IDR,Failed,Evening
BTD07766,2025-10-04,ASR4798,Withdrawal,Mobile Apps,11573991,Premium,Makassar,Entertainment,Virtual Account,MYR,Failed,Morning
BTD07767,2025-10-04,ASR5725,Deposit,Mobile Apps,3734071,Corporate,Bandung,Utilities,Credit Card,EUR,Pending,Morning
BTD07768,2025-10-04,ASR2502,Transfer,ATM,3770396,Regular,Medan,Utilities,Debit Card,CNY,Pending,Afternoon
BTD07769,2025-10-04,ASR4649,Deposit,Internet Banking,6437905,Premium,Medan,Entertainment,Credit Card,SAR,Success,Morning
BTD07770,2025-10-04,ASR7647,Withdrawal,ATM,13430313,Premium,Pontianak,Fashion,Debit Card,SGD,Pending,Night
BTD07771,2025-10-04,ASR6820,Payment,Teller,1779052,Regular,Medan,Fashion,QRIS,AUD,Pending,Evening
BTD07772,2025-10-04,ASR9709,Deposit,Internet Banking,11255153,Regular,Jayapura,Entertainment,Credit Card,KRW,Failed,Night
BTD07773,2025-10-04,ASR1487,Transfer,Teller,8415681,Corporate,Pontianak,Food,Debit Card,JPY,Pending,Morning
BTD07774,2025-10-04,ASR3123,Payment,Internet Banking,5734768,Regular,Manado,Electronics,QRIS,USD,Failed,Evening
BTD07775,2025-10-04,ASR0578,Payment,Mobile Apps,13215671,Corporate,Balikpapan,Electronics,Virtual Account,SAR,Pending,Night
BTD07776,2025-10-04,ASR0519,Transfer,Mobile Apps,8161500,Premium,Palembang,Fashion,Debit Card,IDR,Success,Afternoon
BTD07777,2025-10-04,ASR9187,Transfer,Teller,2484327,Corporate,Jakarta,Food,Credit Card,USD,Pending,Evening
BTD07778,2025-10-04,ASR8089,Deposit,Mobile Apps,10501976,Corporate,Medan,Utilities,Debit Card,CNY,Failed,Night
BTD07779,2025-10-04,ASR2451,Withdrawal,Internet Banking,11097303,Corporate,Bandung,Utilities,QRIS,SGD,Failed,Morning
BTD07780,2025-10-04,ASR7541,Withdrawal,Internet Banking,9643109,Regular,Balikpapan,Entertainment,Debit Card,THB,Failed,Morning
BTD07781,2025-10-04,ASR3665,Transfer,Mobile Apps,10571574,Premium,Denpasar,Utilities,QRIS,KRW,Success,Night
BTD07782,2025-10-04,ASR3221,Withdrawal,Internet Banking,8990255,Regular,Palembang,Utilities,Virtual Account,CNY,Pending,Night
BTD07783,2025-10-04,ASR0789,Withdrawal,Mobile Apps,2183456,Corporate,Makassar,Food,Credit Card,MYR,Failed,Night
BTD07784,2025-10-04,ASR9025,Withdrawal,ATM,3694305,Regular,Pontianak,Entertainment,Virtual Account,USD,Pending,Evening
BTD07785,2025-10-04,ASR1629,Transfer,Mobile Apps,13694676,Regular,Pontianak,Food,QRIS,THB,Success,Afternoon
BTD07786,2025-10-04,ASR4086,Payment,Internet Banking,6014696,Corporate,Makassar,Electronics,QRIS,SGD,Failed,Evening
BTD07787,2025-10-04,ASR6550,Transfer,Mobile Apps,11183668,Premium,Balikpapan,Entertainment,Debit Card,SGD,Success,Evening
BTD07788,2025-10-05,ASR5771,Transfer,Mobile Apps,11274,Corporate,Makassar,Entertainment,Debit Card,CNY,Failed,Morning
BTD07789,2025-10-05,ASR6846,Withdrawal,Mobile Apps,14064500,Corporate,Jakarta,Entertainment,Credit Card,IDR,Pending,Evening
BTD07790,2025-10-05,ASR4155,Payment,Mobile Apps,7373322,Regular,Medan,Fashion,Credit Card,EUR,Success,Night
BTD07791,2025-10-05,ASR3085,Payment,Internet Banking,10372562,Premium,Palembang,Fashion,Credit Card,KRW,Success,Afternoon
BTD07792,2025-10-05,ASR8023,Withdrawal,Mobile Apps,7831079,Regular,Bandung,Entertainment,Credit Card,SGD,Failed,Afternoon
BTD07793,2025-10-05,ASR3400,Transfer,Internet Banking,13572397,Premium,Bandung,Entertainment,Credit Card,SAR,Pending,Evening
BTD07794,2025-10-05,ASR6890,Payment,Mobile Apps,14457833,Premium,Medan,Utilities,QRIS,EUR,Failed,Morning
BTD07795,2025-10-05,ASR3119,Transfer,Internet Banking,5846000,Corporate,Bandung,Fashion,QRIS,IDR,Success,Afternoon
BTD07796,2025-10-05,ASR5065,Withdrawal,ATM,7366438,Regular,Balikpapan,Electronics,QRIS,SAR,Failed,Afternoon
BTD07797,2025-10-05,ASR4077,Withdrawal,Teller,1834143,Regular,Balikpapan,Fashion,QRIS,THB,Success,Morning
BTD07798,2025-10-05,ASR8757,Transfer,Teller,1314376,Premium,Pontianak,Food,QRIS,THB,Failed,Afternoon
BTD07799,2025-10-05,ASR5241,Transfer,Mobile Apps,3467230,Corporate,Manado,Food,Virtual Account,JPY,Pending,Afternoon
BTD07800,2025-10-06,ASR0248,Transfer,Teller,4155500,Regular,Makassar,Fashion,Virtual Account,IDR,Pending,Night
BTD07801,2025-10-06,ASR9556,Transfer,ATM,11147642,Premium,Pontianak,Utilities,Credit Card,USD,Pending,Morning
BTD07802,2025-10-06,ASR8441,Payment,ATM,13947718,Premium,Jakarta,Utilities,QRIS,EUR,Pending,Morning
BTD07803,2025-10-06,ASR6404,Transfer,Teller,2990000,Corporate,Medan,Electronics,QRIS,IDR,Pending,Morning
BTD07804,2025-10-06,ASR5934,Deposit,Internet Banking,2383500,Regular,Palembang,Electronics,Virtual Account,IDR,Failed,Night
BTD07805,2025-10-06,ASR5973,Transfer,Teller,5552500,Premium,Surabaya,Food,Virtual Account,IDR,Success,Evening
BTD07806,2025-10-06,ASR2895,Deposit,Mobile Apps,4723511,Premium,Manado,Food,Debit Card,KRW,Pending,Night
BTD07807,2025-10-07,ASR9975,Payment,Teller,10649049,Regular,Medan,Fashion,QRIS,USD,Pending,Evening
BTD07808,2025-10-07,ASR5289,Withdrawal,Teller,6598465,Premium,Balikpapan,Electronics,Credit Card,THB,Success,Afternoon
BTD07809,2025-10-07,ASR2946,Deposit,Teller,1535398,Premium,Manado,Entertainment,Credit Card,EUR,Failed,Evening
BTD07810,2025-10-07,ASR1569,Withdrawal,Internet Banking,5181604,Regular,Manado,Utilities,Debit Card,SAR,Failed,Evening
BTD07811,2025-10-07,ASR7724,Withdrawal,Internet Banking,7371414,Regular,Bandung,Electronics,Virtual Account,SGD,Pending,Evening
BTD07812,2025-10-07,ASR9754,Payment,Internet Banking,889231,Regular,Surabaya,Food,Debit Card,JPY,Pending,Night
BTD07813,2025-10-07,ASR9796,Transfer,Mobile Apps,9195008,Corporate,Balikpapan,Food,Virtual Account,KRW,Success,Afternoon
BTD07814,2025-10-07,ASR0796,Deposit,Teller,393932,Corporate,Makassar,Fashion,Virtual Account,CNY,Failed,Afternoon
BTD07815,2025-10-07,ASR8833,Deposit,Internet Banking,6276866,Regular,Denpasar,Utilities,Virtual Account,JPY,Pending,Morning
BTD07816,2025-10-07,ASR0321,Deposit,Mobile Apps,5585849,Regular,Pontianak,Entertainment,Debit Card,AUD,Failed,Afternoon
BTD07817,2025-10-07,ASR1164,Deposit,Mobile Apps,9937756,Regular,Denpasar,Fashion,Debit Card,AUD,Failed,Night
BTD07818,2025-10-07,ASR8932,Withdrawal,Mobile Apps,1381142,Regular,Bandung,Electronics,QRIS,SGD,Success,Evening
BTD07819,2025-10-07,ASR0722,Withdrawal,Teller,8799001,Premium,Manado,Entertainment,Credit Card,MYR,Failed,Afternoon
BTD07820,2025-10-07,ASR8370,Payment,Mobile Apps,5480333,Corporate,Medan,Food,Credit Card,EUR,Pending,Afternoon
BTD07821,2025-10-07,ASR3532,Withdrawal,ATM,13929777,Regular,Manado,Electronics,Credit Card,SGD,Failed,Evening
BTD07822,2025-10-07,ASR3158,Transfer,Mobile Apps,393452,Regular,Jayapura,Fashion,QRIS,USD,Success,Afternoon
BTD07823,2025-10-07,ASR7340,Deposit,Internet Banking,11834000,Regular,Bandung,Utilities,QRIS,IDR,Success,Morning
BTD07824,2025-10-07,ASR0508,Payment,ATM,14339124,Corporate,Medan,Entertainment,Credit Card,CNY,Success,Morning
BTD07825,2025-10-07,ASR4868,Transfer,Internet Banking,5251170,Premium,Pontianak,Fashion,Virtual Account,SGD,Failed,Morning
BTD07826,2025-10-07,ASR0024,Deposit,Internet Banking,8958944,Regular,Palembang,Utilities,Credit Card,SGD,Failed,Evening
BTD07827,2025-10-07,ASR4772,Payment,ATM,10591006,Premium,Manado,Entertainment,Debit Card,KRW,Pending,Night
BTD07828,2025-10-07,ASR8004,Payment,ATM,12132242,Premium,Jakarta,Electronics,Debit Card,MYR,Success,Afternoon
BTD07829,2025-10-07,ASR3452,Deposit,Mobile Apps,154710,Premium,Jakarta,Entertainment,QRIS,USD,Failed,Afternoon
BTD07830,2025-10-07,ASR1970,Withdrawal,Teller,9792718,Premium,Jakarta,Food,Virtual Account,EUR,Pending,Evening
BTD07831,2025-10-07,ASR9189,Payment,Internet Banking,13546792,Regular,Denpasar,Food,Credit Card,KRW,Pending,Night
BTD07832,2025-10-07,ASR2443,Deposit,Teller,4694705,Premium,Jakarta,Entertainment,Debit Card,KRW,Failed,Afternoon
BTD07833,2025-10-07,ASR1877,Withdrawal,Teller,4523918,Premium,Balikpapan,Food,Virtual Account,CNY,Failed,Afternoon
BTD07834,2025-10-07,ASR0237,Deposit,Internet Banking,1668000,Corporate,Bandung,Electronics,Virtual Account,IDR,Pending,Night
BTD07835,2025-10-07,ASR3391,Deposit,Mobile Apps,13737938,Corporate,Balikpapan,Electronics,Credit Card,AUD,Failed,Night
BTD07836,2025-10-07,ASR5764,Withdrawal,Teller,2713278,Premium,Surabaya,Food,Debit Card,THB,Success,Evening
BTD07837,2025-10-07,ASR4467,Withdrawal,Mobile Apps,13154785,Corporate,Medan,Entertainment,Virtual Account,AUD,Pending,Morning
BTD07838,2025-10-07,ASR3198,Deposit,Mobile Apps,2335506,Regular,Jayapura,Electronics,Debit Card,MYR,Failed,Evening
BTD07839,2025-10-07,ASR5623,Withdrawal,Internet Banking,5347331,Corporate,Denpasar,Entertainment,Virtual Account,THB,Pending,Afternoon
BTD07840,2025-10-07,ASR0042,Payment,ATM,5707819,Corporate,Bandung,Entertainment,Virtual Account,SGD,Failed,Evening
BTD07841,2025-10-07,ASR8353,Deposit,Internet Banking,329136,Regular,Palembang,Utilities,QRIS,SAR,Success,Night
BTD07842,2025-10-07,ASR3227,Transfer,Internet Banking,992692,Regular,Jayapura,Electronics,QRIS,AUD,Failed,Morning
BTD07843,2025-10-07,ASR6566,Transfer,ATM,3235885,Regular,Denpasar,Electronics,Virtual Account,EUR,Success,Evening
BTD07844,2025-10-07,ASR9822,Deposit,ATM,8576854,Regular,Denpasar,Entertainment,Debit Card,SAR,Failed,Afternoon
BTD07845,2025-10-07,ASR1960,Withdrawal,Teller,6757644,Regular,Manado,Fashion,QRIS,AUD,Pending,Evening
BTD07846,2025-10-07,ASR8363,Transfer,Teller,11458095,Regular,Jayapura,Electronics,Virtual Account,MYR,Pending,Evening
BTD07847,2025-10-07,ASR8316,Deposit,Teller,593651,Regular,Medan,Fashion,Debit Card,KRW,Failed,Evening
BTD07848,2025-10-07,ASR1043,Deposit,ATM,6509839,Corporate,Manado,Fashion,Credit Card,KRW,Pending,Morning
BTD07849,2025-10-07,ASR7976,Payment,Mobile Apps,4289114,Regular,Manado,Food,QRIS,KRW,Pending,Afternoon
BTD07850,2025-10-07,ASR1408,Payment,Teller,9104245,Regular,Surabaya,Food,Debit Card,MYR,Success,Morning
BTD07851,2025-10-07,ASR1984,Withdrawal,Mobile Apps,14961032,Regular,Pontianak,Utilities,Virtual Account,SGD,Pending,Afternoon
BTD07852,2025-10-07,ASR8878,Payment,Teller,12654462,Corporate,Jakarta,Food,Credit Card,SGD,Failed,Evening
BTD07853,2025-10-07,ASR4824,Withdrawal,Mobile Apps,13657107,Corporate,Pontianak,Entertainment,Debit Card,SAR,Pending,Morning
BTD07854,2025-10-08,ASR2793,Deposit,Teller,9383832,Corporate,Manado,Food,QRIS,SAR,Success,Evening
BTD07855,2025-10-08,ASR4269,Withdrawal,Internet Banking,7073975,Regular,Manado,Entertainment,Credit Card,USD,Pending,Morning
BTD07856,2025-10-08,ASR6300,Transfer,Teller,2184740,Regular,Jayapura,Fashion,QRIS,CNY,Success,Afternoon
BTD07857,2025-10-08,ASR3603,Deposit,Internet Banking,2431061,Regular,Medan,Electronics,Credit Card,KRW,Success,Afternoon
BTD07858,2025-10-08,ASR7010,Deposit,Mobile Apps,6702274,Regular,Jakarta,Fashion,QRIS,KRW,Failed,Morning
BTD07859,2025-10-08,ASR1685,Withdrawal,Mobile Apps,1081801,Corporate,Palembang,Utilities,QRIS,MYR,Failed,Afternoon
BTD07860,2025-10-08,ASR2811,Withdrawal,Teller,8225181,Premium,Denpasar,Utilities,Credit Card,SGD,Pending,Afternoon
BTD07861,2025-10-08,ASR6434,Deposit,ATM,8245980,Regular,Balikpapan,Electronics,QRIS,AUD,Failed,Afternoon
BTD07862,2025-10-08,ASR1766,Deposit,ATM,9657822,Premium,Bandung,Food,QRIS,MYR,Pending,Afternoon
BTD07863,2025-10-08,ASR6722,Deposit,Internet Banking,2131651,Regular,Bandung,Food,Credit Card,KRW,Success,Evening
BTD07864,2025-10-08,ASR0714,Withdrawal,Mobile Apps,14642333,Regular,Denpasar,Entertainment,Debit Card,EUR,Failed,Evening
BTD07865,2025-10-08,ASR2777,Deposit,ATM,7470987,Corporate,Bandung,Utilities,QRIS,JPY,Pending,Night
BTD07866,2025-10-08,ASR9589,Withdrawal,Mobile Apps,4726694,Corporate,Manado,Fashion,Credit Card,USD,Failed,Night
BTD07867,2025-10-08,ASR2064,Transfer,Internet Banking,6074773,Corporate,Jayapura,Fashion,Virtual Account,JPY,Pending,Evening
BTD07868,2025-10-08,ASR7897,Deposit,Mobile Apps,10179571,Premium,Jayapura,Fashion,Virtual Account,MYR,Success,Morning
BTD07869,2025-10-08,ASR7213,Deposit,Teller,4289500,Regular,Balikpapan,Entertainment,Credit Card,IDR,Pending,Night
BTD07870,2025-10-08,ASR9194,Withdrawal,Mobile Apps,72952,Corporate,Surabaya,Utilities,Virtual Account,AUD,Pending,Night
BTD07871,2025-10-08,ASR8680,Transfer,ATM,3278500,Regular,Denpasar,Food,Debit Card,IDR,Pending,Evening
BTD07872,2025-10-08,ASR6351,Transfer,Mobile Apps,3857441,Premium,Medan,Food,QRIS,USD,Pending,Morning
BTD07873,2025-10-08,ASR4812,Transfer,Internet Banking,7106728,Corporate,Denpasar,Utilities,QRIS,JPY,Failed,Evening
BTD07874,2025-10-08,ASR9122,Deposit,Internet Banking,2930293,Premium,Surabaya,Electronics,Debit Card,CNY,Pending,Afternoon
BTD07875,2025-10-08,ASR4162,Deposit,Teller,13267301,Corporate,Bandung,Electronics,Virtual Account,THB,Success,Afternoon
BTD07876,2025-10-08,ASR6540,Withdrawal,Teller,14571727,Premium,Denpasar,Utilities,Virtual Account,THB,Pending,Afternoon
BTD07877,2025-10-08,ASR4506,Transfer,Mobile Apps,7178746,Corporate,Jakarta,Utilities,QRIS,EUR,Success,Evening
BTD07878,2025-10-08,ASR4690,Withdrawal,ATM,13545763,Regular,Jayapura,Fashion,Credit Card,CNY,Failed,Night
BTD07879,2025-10-08,ASR8422,Payment,Internet Banking,1212296,Corporate,Jayapura,Food,Credit Card,SGD,Success,Night
BTD07880,2025-10-08,ASR1138,Payment,Internet Banking,13762757,Regular,Surabaya,Utilities,Credit Card,THB,Failed,Afternoon
BTD07881,2025-10-08,ASR5678,Deposit,ATM,8846239,Premium,Makassar,Electronics,Debit Card,CNY,Pending,Night
BTD07882,2025-10-08,ASR8277,Payment,ATM,6525088,Regular,Bandung,Utilities,Debit Card,JPY,Failed,Afternoon
BTD07883,2025-10-08,ASR0899,Transfer,ATM,2553100,Corporate,Medan,Fashion,Debit Card,USD,Failed,Evening
BTD07884,2025-10-08,ASR5873,Transfer,Mobile Apps,7204502,Premium,Makassar,Fashion,Credit Card,EUR,Success,Morning
BTD07885,2025-10-08,ASR5757,Payment,Mobile Apps,11401666,Regular,Palembang,Fashion,Credit Card,JPY,Pending,Evening
BTD07886,2025-10-08,ASR5904,Withdrawal,Teller,517189,Premium,Palembang,Electronics,Credit Card,SAR,Success,Night
BTD07887,2025-10-08,ASR6051,Transfer,Internet Banking,7689014,Premium,Jayapura,Food,Virtual Account,USD,Pending,Night
BTD07888,2025-10-08,ASR9128,Transfer,Internet Banking,10323667,Premium,Pontianak,Entertainment,Credit Card,JPY,Failed,Night
BTD07889,2025-10-08,ASR9291,Transfer,Teller,6804198,Regular,Makassar,Utilities,QRIS,KRW,Failed,Night
BTD07890,2025-10-09,ASR4275,Payment,Internet Banking,11422069,Corporate,Denpasar,Utilities,Virtual Account,CNY,Pending,Evening
BTD07891,2025-10-09,ASR1471,Deposit,Teller,12831770,Corporate,Jayapura,Entertainment,Credit Card,KRW,Pending,Night
BTD07892,2025-10-09,ASR0705,Withdrawal,Mobile Apps,3622021,Corporate,Manado,Entertainment,Virtual Account,CNY,Failed,Night
BTD07893,2025-10-09,ASR7453,Transfer,Internet Banking,7012558,Premium,Makassar,Utilities,QRIS,CNY,Success,Night
BTD07894,2025-10-09,ASR1320,Deposit,Mobile Apps,8646274,Premium,Surabaya,Fashion,Debit Card,SAR,Failed,Night
BTD07895,2025-10-09,ASR4982,Payment,Internet Banking,7568983,Regular,Jakarta,Utilities,Credit Card,SGD,Success,Evening
BTD07896,2025-10-09,ASR6635,Deposit,ATM,4180667,Premium,Medan,Food,Virtual Account,CNY,Success,Morning
BTD07897,2025-10-09,ASR8043,Transfer,Mobile Apps,10875615,Corporate,Surabaya,Fashion,QRIS,SAR,Failed,Night
BTD07898,2025-10-09,ASR2019,Transfer,Teller,4601916,Regular,Medan,Entertainment,QRIS,EUR,Success,Evening
BTD07899,2025-10-09,ASR8098,Payment,Internet Banking,2238131,Premium,Makassar,Fashion,Credit Card,THB,Failed,Night
BTD07900,2025-10-09,ASR8618,Withdrawal,Teller,10474926,Corporate,Jayapura,Food,Debit Card,KRW,Success,Evening
BTD07901,2025-10-09,ASR2438,Transfer,Teller,5916387,Premium,Bandung,Fashion,Credit Card,SAR,Pending,Morning
BTD07902,2025-10-09,ASR6777,Payment,Teller,936789,Premium,Makassar,Electronics,Virtual Account,SAR,Pending,Afternoon
BTD07903,2025-10-09,ASR3536,Deposit,Internet Banking,10488601,Premium,Bandung,Food,Credit Card,USD,Pending,Night
BTD07904,2025-10-09,ASR4076,Deposit,ATM,13738046,Corporate,Manado,Entertainment,Virtual Account,AUD,Pending,Evening
BTD07905,2025-10-09,ASR9293,Deposit,ATM,933168,Corporate,Surabaya,Fashion,Virtual Account,CNY,Failed,Afternoon
BTD07906,2025-10-09,ASR8997,Deposit,Mobile Apps,2247641,Corporate,Jakarta,Entertainment,Debit Card,USD,Pending,Afternoon
BTD07907,2025-10-09,ASR1768,Payment,Internet Banking,10036620,Regular,Bandung,Electronics,Credit Card,KRW,Success,Morning
BTD07908,2025-10-09,ASR3575,Withdrawal,Internet Banking,12509806,Premium,Denpasar,Entertainment,Virtual Account,CNY,Pending,Evening
BTD07909,2025-10-09,ASR7167,Payment,ATM,13545500,Corporate,Bandung,Fashion,Debit Card,IDR,Failed,Morning
BTD07910,2025-10-09,ASR7847,Transfer,Mobile Apps,373806,Regular,Pontianak,Fashion,Debit Card,KRW,Pending,Night
BTD07911,2025-10-09,ASR7915,Deposit,Mobile Apps,7301024,Corporate,Makassar,Electronics,Debit Card,CNY,Success,Night
BTD07912,2025-10-10,ASR4092,Transfer,Teller,12740374,Premium,Balikpapan,Fashion,QRIS,SAR,Failed,Morning
BTD07913,2025-10-10,ASR4944,Withdrawal,Internet Banking,9815000,Regular,Denpasar,Food,Debit Card,IDR,Failed,Morning
BTD07914,2025-10-10,ASR7564,Payment,Teller,13289830,Regular,Jayapura,Entertainment,QRIS,EUR,Failed,Afternoon
BTD07915,2025-10-11,ASR1869,Transfer,Teller,11463738,Premium,Makassar,Food,Debit Card,THB,Success,Night
BTD07916,2025-10-11,ASR9950,Transfer,Teller,11864902,Regular,Pontianak,Electronics,Virtual Account,MYR,Failed,Night
BTD07917,2025-10-11,ASR5228,Payment,Mobile Apps,1537216,Premium,Palembang,Food,Virtual Account,THB,Pending,Morning
BTD07918,2025-10-11,ASR5535,Transfer,ATM,8479622,Regular,Denpasar,Electronics,Virtual Account,MYR,Failed,Night
BTD07919,2025-10-11,ASR9286,Transfer,ATM,5628431,Corporate,Medan,Food,Virtual Account,EUR,Pending,Evening
BTD07920,2025-10-11,ASR2456,Payment,ATM,10165790,Regular,Bandung,Fashion,Credit Card,SAR,Success,Morning
BTD07921,2025-10-11,ASR1746,Transfer,Mobile Apps,2085067,Regular,Medan,Entertainment,Debit Card,AUD,Failed,Afternoon
BTD07922,2025-10-11,ASR5110,Deposit,Teller,3847877,Corporate,Denpasar,Electronics,QRIS,EUR,Success,Night
BTD07923,2025-10-11,ASR4559,Deposit,Teller,5734522,Regular,Denpasar,Electronics,Credit Card,USD,Pending,Afternoon
BTD07924,2025-10-11,ASR4296,Transfer,Teller,14691424,Regular,Palembang,Utilities,QRIS,SGD,Pending,Night
BTD07925,2025-10-11,ASR3281,Transfer,Internet Banking,10304856,Corporate,Balikpapan,Food,Debit Card,EUR,Pending,Afternoon
BTD07926,2025-10-11,ASR4354,Deposit,Internet Banking,13397927,Premium,Surabaya,Utilities,Debit Card,CNY,Success,Afternoon
BTD07927,2025-10-11,ASR7100,Payment,Teller,4006170,Regular,Pontianak,Food,Credit Card,AUD,Success,Afternoon
BTD07928,2025-10-11,ASR3579,Deposit,Internet Banking,13848041,Premium,Denpasar,Utilities,Debit Card,SGD,Success,Morning
BTD07929,2025-10-11,ASR5035,Transfer,Internet Banking,7331737,Regular,Makassar,Utilities,QRIS,KRW,Failed,Morning
BTD07930,2025-10-11,ASR1809,Withdrawal,Teller,290294,Premium,Denpasar,Food,QRIS,EUR,Success,Night
BTD07931,2025-10-11,ASR9404,Payment,Teller,14557500,Premium,Pontianak,Entertainment,Credit Card,IDR,Success,Morning
BTD07932,2025-10-11,ASR8754,Transfer,ATM,8608557,Regular,Pontianak,Fashion,QRIS,SGD,Success,Morning
BTD07933,2025-10-11,ASR8145,Deposit,ATM,9664165,Premium,Balikpapan,Electronics,Credit Card,USD,Failed,Morning
BTD07934,2025-10-11,ASR6361,Transfer,ATM,1599883,Premium,Jayapura,Electronics,Credit Card,EUR,Success,Afternoon
BTD07935,2025-10-11,ASR7266,Transfer,Internet Banking,13774022,Corporate,Makassar,Entertainment,Credit Card,JPY,Failed,Afternoon
BTD07936,2025-10-12,ASR5787,Payment,Internet Banking,13501457,Corporate,Jakarta,Entertainment,QRIS,EUR,Success,Morning
BTD07937,2025-10-12,ASR6027,Transfer,ATM,1566300,Premium,Balikpapan,Electronics,Credit Card,SGD,Pending,Evening
BTD07938,2025-10-12,ASR8674,Transfer,Mobile Apps,5544670,Corporate,Medan,Electronics,QRIS,SAR,Success,Afternoon
BTD07939,2025-10-12,ASR3214,Payment,ATM,2329424,Regular,Manado,Utilities,Virtual Account,EUR,Failed,Morning
BTD07940,2025-10-12,ASR9073,Transfer,Mobile Apps,14849796,Corporate,Surabaya,Utilities,Virtual Account,JPY,Pending,Afternoon
BTD07941,2025-10-12,ASR9868,Transfer,Internet Banking,1855387,Premium,Jakarta,Fashion,Virtual Account,JPY,Failed,Evening
BTD07942,2025-10-12,ASR3173,Withdrawal,Mobile Apps,13548175,Corporate,Medan,Food,Virtual Account,MYR,Pending,Evening
BTD07943,2025-10-12,ASR0269,Withdrawal,Teller,12493897,Regular,Denpasar,Electronics,QRIS,SAR,Failed,Evening
BTD07944,2025-10-12,ASR0018,Transfer,Mobile Apps,6597414,Corporate,Medan,Fashion,Virtual Account,AUD,Success,Morning
BTD07945,2025-10-12,ASR0963,Withdrawal,Mobile Apps,5496475,Premium,Pontianak,Fashion,Virtual Account,USD,Pending,Night
BTD07946,2025-10-12,ASR3811,Deposit,Internet Banking,6299984,Regular,Manado,Fashion,Virtual Account,THB,Failed,Evening
BTD07947,2025-10-12,ASR2642,Transfer,Mobile Apps,14802607,Premium,Jakarta,Utilities,QRIS,CNY,Pending,Night
BTD07948,2025-10-12,ASR2452,Transfer,Teller,3972449,Premium,Jakarta,Fashion,Debit Card,THB,Pending,Night
BTD07949,2025-10-12,ASR2963,Withdrawal,Teller,10727690,Regular,Palembang,Electronics,Credit Card,EUR,Pending,Morning
BTD07950,2025-10-12,ASR3791,Payment,Mobile Apps,12254842,Corporate,Medan,Food,Credit Card,SGD,Pending,Night
BTD07951,2025-10-12,ASR5021,Payment,Internet Banking,7413605,Corporate,Medan,Utilities,QRIS,USD,Success,Morning
BTD07952,2025-10-12,ASR1060,Deposit,Mobile Apps,4659500,Premium,Jayapura,Electronics,QRIS,IDR,Success,Afternoon
BTD07953,2025-10-12,ASR0324,Deposit,Mobile Apps,10750476,Corporate,Bandung,Fashion,Virtual Account,USD,Pending,Night
BTD07954,2025-10-12,ASR7377,Transfer,Teller,442778,Corporate,Jakarta,Electronics,Virtual Account,CNY,Pending,Night
BTD07955,2025-10-12,ASR3309,Withdrawal,ATM,9278151,Premium,Manado,Entertainment,Debit Card,KRW,Failed,Night
BTD07956,2025-10-12,ASR6183,Payment,Mobile Apps,250369,Corporate,Makassar,Utilities,QRIS,CNY,Success,Morning
BTD07957,2025-10-12,ASR7215,Payment,Teller,4960623,Regular,Jakarta,Food,Credit Card,THB,Success,Night
BTD07958,2025-10-13,ASR4261,Payment,Teller,533377,Corporate,Bandung,Fashion,QRIS,MYR,Success,Evening
BTD07959,2025-10-14,ASR3378,Withdrawal,Internet Banking,8435014,Corporate,Makassar,Food,Credit Card,CNY,Pending,Night
BTD07960,2025-10-14,ASR0798,Deposit,Mobile Apps,3658010,Corporate,Surabaya,Fashion,QRIS,SAR,Failed,Evening
BTD07961,2025-10-14,ASR3699,Payment,Mobile Apps,14719422,Corporate,Bandung,Entertainment,QRIS,AUD,Pending,Morning
BTD07962,2025-10-14,ASR1083,Payment,Teller,1492002,Regular,Balikpapan,Electronics,QRIS,USD,Failed,Morning
BTD07963,2025-10-14,ASR0282,Deposit,Teller,5581243,Corporate,Balikpapan,Utilities,QRIS,AUD,Success,Evening
BTD07964,2025-10-14,ASR0344,Deposit,Teller,2494516,Premium,Jakarta,Utilities,Credit Card,JPY,Pending,Morning
BTD07965,2025-10-14,ASR7236,Withdrawal,Mobile Apps,7135037,Regular,Pontianak,Electronics,QRIS,AUD,Failed,Morning
BTD07966,2025-10-14,ASR9085,Transfer,Teller,5428653,Premium,Makassar,Entertainment,Debit Card,USD,Success,Evening
BTD07967,2025-10-14,ASR2208,Payment,Internet Banking,961976,Corporate,Jayapura,Entertainment,Debit Card,JPY,Success,Evening
BTD07968,2025-10-15,ASR9232,Withdrawal,Mobile Apps,5372272,Premium,Makassar,Utilities,Credit Card,SAR,Pending,Morning
BTD07969,2025-10-15,ASR6835,Deposit,Teller,6970572,Premium,Medan,Utilities,Debit Card,USD,Failed,Evening
BTD07970,2025-10-15,ASR2148,Payment,ATM,13899802,Regular,Palembang,Utilities,QRIS,JPY,Failed,Afternoon
